Parcela,Mod / Subp,CENSO,Estación /año,Fecha,#Ind,Clave sp,Género,Epiteto específico,Familia,Nombre común,Altura,Largo,DAP mayor,# Tallos,Estatus,Observaciones,# CenOrig,Fenología,Daño,Origen,FormaVida,DAP1,DAP2,DAP3,DAP4,DAP5,DAP6,DAP7,DAP8,DAP9,DAP10,DAP11,,
60C,1,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,4,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,9,9.5,8.6,1,arbol,semilla,C0,,,semilla,,8.6,,,,,,,,,,,,
60C,1,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,5,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,10,10.5,15.5,1,arbol,semilla,C0,,,semilla,,15.5,,,,,,,,,,,,
60C,1,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,6,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,9,9.5,8.6,1,arbol,semilla,C0,,,semilla,,8.6,,,,,,,,,,,,
60C,1,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,7,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,11,11.5,15.4,1,arbol,semilla,C0,,,semilla,,15.4,,,,,,,,,,,,
60C,1,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,8,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,,,0,0,muerto,Muerto,C0,,,Muerto,,,,,,,,,,,,,,
60C,1,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,9,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,9,9.5,13.3,1,arbol,semilla,C0,,,semilla,,13.3,,,,,,,,,,,,
60C,1,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,10,acagau,Acacia,gaumeri,FABACEAE,Box katsim,10,12,9.3,1,arbol,rebrote,C0,,,rebrote,,9.3,,,,,,,,,,,,
60C,1,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,11,gueell,Guettarda,elliptica,RUBIACEAE,Box subin t'eel,8,8.5,9.5,3,arbol,rebrote,C0,,,rebrote,,9.5,9,8,,,,,,,,,,
60C,1,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,12,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,9,9.5,14.4,1,arbol,semilla,C0,,,semilla,,14.4,,,,,,,,,,,,
60C,1,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,13,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,11,11.5,17.5,1,arbol,semilla,C0,,,semilla,,17.5,,,,,,,,,,,,
60C,1,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,14,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,7,7.5,6.8,1,arbol,semilla,C0,,,semilla,,6.8,,,,,,,,,,,,
60C,1,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,167,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,7,7.5,5.2,1,arbol,semilla,C21,,,semilla,,5.2,,,,,,,,,,,,
60C,1,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,168,exomex,Exostema,mexicanum,RUBIACEAE,Chak sabakché,7,7.5,5.7,3,arbol,semilla,C21,,,semilla,,5.7,4.2,3.1,,,,,,,,,,
60C,2,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,15,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
60C,2,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,16,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,10,10.5,12.1,1,arbol,rebrote,C0,,,rebrote,,12.1,,,,,,,,,,,,
60C,2,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,17,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,11,11.5,15.7,3,arbol,rebrote,C0,,,rebrote,,15.7,14.4,9.5,,,,,,,,,,
60C,2,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,18,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,8,8.5,6.3,1,arbol,semilla,C0,,,semilla,,6.3,,,,,,,,,,,,
60C,2,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,19,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,10,10.5,16.7,1,arbol,semilla,C0,,,semilla,,16.7,,,,,,,,,,,,
60C,2,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,20,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,9,9.5,5.6,1,arbol,semilla,C0,,,semilla,,5.6,,,,,,,,,,,,
60C,2,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,21,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,10,10.5,13.7,1,arbol,semilla,C0,,,semilla,,13.7,,,,,,,,,,,,
60C,2,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,22,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,8,8.5,6.4,1,arbol,semilla,C0,,,semilla,,6.4,,,,,,,,,,,,
60C,2,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,23,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,5,5.5,5.7,1,arbol,semilla,C0,,,semilla,,5.7,,,,,,,,,,,,
60C,2,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,24,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,11,11.5,22.4,1,arbol,semilla,C0,,,semilla,,22.4,,,,,,,,,,,,
60C,2,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,25,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,9,9.5,9.5,3,arbol,rebrote,C0,,,rebrote,,9.5,5.4,4.3,,,,,,,,,,
60C,2,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,28,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,8,9,8.2,1,arbol,semilla,C0,,,semilla,,8.2,,,,,,,,,,,,
60C,2,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,164,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,8,8.5,5,1,arbol,semilla,C14,,,semilla,,5,,,,,,,,,,,,
60C,2,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,165,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,8,8.5,5,1,arbol,semilla,C14,,,semilla,,5,,,,,,,,,,,,
60C,2,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,169,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,8,9,5.6,1,arbol,semilla,C21,,,semilla,,5.6,,,,,,,,,,,,
60C,2,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,170,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,7,7.5,5.1,1,arbol,semilla,C21,,,semilla,,5.1,,,,,,,,,,,,
60C,3,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,26,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,,,0,0,no encontrado,no se encontro,C0,,,no se encontro,,,,,,,,,,,,,,
60C,3,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,27,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,8,8.5,6.8,1,arbol,semilla,C0,,,semilla,,6.8,,,,,,,,,,,,
60C,3,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,29,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,,,0,0,muerto,Muerto,C0,,,Muerto,,,,,,,,,,,,,,
60C,3,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,30,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,6,7,5.8,1,arbol,semilla,C0,,,semilla,,5.8,,,,,,,,,,,,
60C,3,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,31,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,10,10.5,9.3,1,arbol,semilla,C0,,,semilla,,9.3,,,,,,,,,,,,
60C,3,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,32,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,7,7.5,5.8,1,arbol,semilla,C0,,,semilla,,5.8,,,,,,,,,,,,
60C,3,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,33,chlman,Chloroleucon,mangense ,FABACEAE,Ya'ax eek,12,13,32.2,2,arbol,semilla,C0,,,semilla,,32.2,20.7,,,,,,,,,,,
60C,3,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,34,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,8,8.5,5.5,1,arbol,semilla,C0,,,semilla,,5.5,,,,,,,,,,,,
60C,3,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,35,gymflo,Gymnopodium,floribundum,POLYGONACEAE,Ts'i'ts'ilché,8,8.5,7.8,3,arbol,rebrote,C0,,,rebrote,,7.8,7.6,5,,,,,,,,,,
60C,3,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,36,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,7,7.5,5.8,1,arbol,semilla,C12,,,semilla,,5.8,,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,36,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,11,11.5,13.2,4,arbol,rebrote,C0,,,rebrote,,10.3,9.8,13.2,8.8,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,37,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,8,8.5,5.5,1,arbol,semilla,C0,,,semilla,,5.5,,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,38,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,9,9.5,7.8,2,arbol,semilla,C0,,,semilla,,7.8,3.9,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,39,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,9,9.5,5.7,1,arbol,semilla,C0,,,semilla,,5.7,,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,40,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,8,8.5,5.7,1,arbol,semilla,C0,,,semilla,,5.7,,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,41,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,,,0,0,no encontrado,no se encontro,C0,,,no se encontro,,,,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,42,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,11,12,18.2,2,arbol,semilla,C0,,,semilla,,18.2,6.1,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,43,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,8,8.5,7,1,arbol,semilla,C0,,,semilla,,7,,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,44,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,8,8.5,7.2,3,arbol,rebrote,C0,,,rebrote,,7.2,4.5,4,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,45,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,11,11.5,12.4,1,arbol,semilla,C0,,,semilla,,12.4,,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,46,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,10,10.5,6.4,1,arbol,semilla,C0,,,semilla,,6.4,,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,47,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,10,10.5,11.7,1,arbol,semilla,C0,,,semilla,,11.7,,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,48,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,8,8.5,6.8,1,arbol,semilla,C0,,,semilla,,6.8,,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,49,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,,,0,0,no encontrado,no se encontro,C0,,,no se encontro,,,,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,50,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,9,9.5,7.7,1,arbol,semilla,C0,,,semilla,,7.7,,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,51,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,9,9.5,9.4,2,arbol,rebrote,C0,,,rebrote,,9.4,8.3,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,157,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,9,9.5,6,1,arbol,semilla,C8,,,semilla,,6,,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,158,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,8,8.5,5,1,arbol,semilla,C15,,,semilla,,5,,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,171,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,10,10.5,9.2,1,arbol,semilla,C23,,,semilla,,9.2,,,,,,,,,,,,
60C,4,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,171A,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,7,7.5,5.2,1,agregado,semilla,C27,,,semilla,,5.2,,,,,,,,,,,,
60C,5,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,52,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,11,11.5,14.5,1,arbol,semilla,C0,,,semilla,,14.5,,,,,,,,,,,,
60C,5,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,53,cocaca,Coccoloba,acapulcensis,POLYGONACEAE,Tojyub,9,9.5,8.3,3,arbol,rebrote,C0,,,rebrote,,5,4.8,8.3,,,,,,,,,,
60C,5,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,54,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,11,11.5,19.2,1,arbol,semilla,C0,,,semilla,,19.2,,,,,,,,,,,,
60C,5,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,55,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,8,8.5,8.5,1,arbol,rebrote,C0,,,rebrote,,8.5,,,,,,,,,,,,
60C,5,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,56,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,7,7.5,8.2,1,arbol,semilla,C0,,,semilla,,8.2,,,,,,,,,,,,
60C,5,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,57,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
60C,5,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,58,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,10,10.5,10.3,1,arbol,semilla,C0,,,semilla,,10.3,,,,,,,,,,,,
60C,5,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,59,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,9,9.5,10.2,3,arbol,rebrote,C0,,,rebrote,,10.2,9,7,,,,,,,,,,
60C,5,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,77,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,11,11.5,11,1,arbol,semilla,C0,,,semilla,,11,,,,,,,,,,,,
60C,5,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,158,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,,,0,0,muerto,Muerto,C8,,,Muerto,,,,,,,,,,,,,,
60C,5,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,76A,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,,,,,,,,,,,,,,,,,,,,,,,,
60C,5,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,166,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,8,8.5,5.3,1,arbol,semilla,C14,,,semilla,,5.3,,,,,,,,,,,,
60C,5,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,167,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,7,7.5,5.3,1,arbol,semilla,C20,,,semilla,,5.3,,,,,,,,,,,,
60C,5,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,169,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,8,8.5,5.5,1,arbol,semilla,C20,,,semilla,,5.5,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,60,lonrug,Lonchocarpus,rugosus,FABACEAE,K'anasin,10,12,17.5,1,arbol,semilla,C0,,,semilla,,17.5,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,61,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,8,8.5,6.2,1,arbol,semilla,C0,,,semilla,,6.2,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,62,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,10,10.5,11.4,1,arbol,semilla,C0,,,semilla,,11.4,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,63,psisar,Psidium ,sartorianum,MYRTACEAE,Pimienta ché,8,8.5,5.8,1,arbol,semilla,C0,,,semilla,,5.8,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,64,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,9,9.5,6.5,1,arbol,semilla,C0,,,semilla,,6.5,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,65,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,10,10.5,13.8,3,arbol,semilla,C0,,,semilla,,13.8,11,6.8,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,66,luespe,Luehea,speciosa,MALVACEAE,K'anasin,11,12,27.4,1,arbol,semilla,C0,,,semilla,,27.4,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,67,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,7,8.5,6.2,1,arbol,semilla,C0,,,semilla,,6.2,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,68,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,,,0,0,muerto,Muerto,C0,,,Muerto,,,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,69,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,,,0,0,muerto,Muerto,C0,,,Muerto,,,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,70,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,8,8.5,10.5,1,arbol,semilla,C0,,,semilla,,10.5,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,71,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,7,7.5,6.7,1,arbol,rebrote,C0,,,rebrote,,6.7,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,72,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,12,12.5,20.1,1,arbol,semilla,C0,,,semilla,,20.1,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,73,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,7,8,6,1,arbol,semilla,C0,,,semilla,,6,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,74,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,4,4,12.7,1,arbol,semilla,C0,,,semilla,,12.7,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,75,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,8,8.5,8.2,2,arbol,semilla,C0,,,semilla,,8.2,6.5,,,,,,,,,,,
60C,5,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,76,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,,,0,0,Bajó de categoría,,C9,,,,,,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,77A,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,,,0,0,no encontrado,no se encontro,C0,,,no se encontro,,,,,,,,,,,,,,
60C,6,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,78,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,7,7.5,6,1,arbol,semilla,C0,,,semilla,,6,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,79,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,7,7.5,6.3,1,arbol,semilla,C0,,,semilla,,6.3,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,80,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,10,10.5,12.1,1,arbol,semilla,C0,,,semilla,,12.1,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,81,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,11,11.5,13.6,1,arbol,semilla,C0,,,semilla,,13.6,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,82,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,8,10,12.5,1,arbol,semilla,C0,,,semilla,,12.5,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,83,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,9,9.5,7.3,1,arbol,semilla,C0,,,semilla,,7.3,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,84,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,10,10.5,10.9,1,arbol,semilla,C0,,,semilla,,10.9,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,85,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,10,10.5,8.3,1,arbol,semilla,C0,,,semilla,,8.3,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,86,acagau,Acacia,gaumeri,FABACEAE,Box katsim,10,11,5.8,1,arbol,semilla,C0,,,semilla,,5.8,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,87,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,9,9.5,6.3,1,arbol,semilla,C0,,,semilla,,6.3,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,88,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,12,12.5,14.4,1,arbol,semilla,C0,,,semilla,,14.4,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,89,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,7,7.5,5.7,1,arbol,semilla,C0,,,semilla,,5.7,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,90,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,,,0,0,muerto,Muerto,C0,,,Muerto,,,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,91,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,8,8.5,6.1,1,arbol,semilla,C0,,,semilla,,6.1,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,92,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,11,11.5,13.3,1,arbol,semilla,C0,,,semilla,,13.3,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,93,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,12,12.5,15,2,arbol,semilla,C0,,,semilla,,15,4.8,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,94,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,7,7.5,6,1,arbol,semilla,C0,,,semilla,,6,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,95,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,9,9.5,7.5,1,arbol,semilla,C0,,,semilla,,7.5,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,96,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,10,10.5,10.6,1,arbol,semilla,C0,,,semilla,,10.6,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,97,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,9,9.5,7.3,1,arbol,semilla,C0,,,semilla,,7.3,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,98,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,11,11.5,12.5,1,arbol,semilla,C0,,,semilla,,12.5,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,99,chlman,Chloroleucon,mangense ,FABACEAE,Ya'ax eek,,,0,0,muerto,Muerto,C0,,,Muerto,,,,,,,,,,,,,,
60C,7,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,172,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,7,7.5,5.1,1,arbol,semilla,C23,,,semilla,,5.1,,,,,,,,,,,,
60C,8,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,100,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,10,10.5,14.7,3,arbol,semilla,C0,,,semilla,,14.7,11.2,10.3,,,,,,,,,,
60C,8,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,101,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,11,11.5,15.3,2,arbol,semilla,C0,,,semilla,,15.3,4.1,,,,,,,,,,,
60C,8,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,102,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,,,0,0,muerto,Muerto,C0,,,Muerto,,,,,,,,,,,,,,
60C,8,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,103,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,8,8.5,5.4,1,arbol,semilla,C0,,,semilla,,5.4,,,,,,,,,,,,
60C,8,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,104,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,9,9.5,6,1,arbol,semilla,C0,,,semilla,,6,,,,,,,,,,,,
60C,8,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,105,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,11,11.5,12.6,1,arbol,semilla,C0,,,semilla,,12.6,,,,,,,,,,,,
60C,8,C27,Lluvias 2015,1 DE OCTUBRE DE 2015,106,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,8,8.5,7.3,1,arbol,semilla,C0,,,semilla,,7.3,,,,,,,,,,,,
