Parcela,Mod / Subp,CENSO,Estación /año,Fecha,#Ind,Clave sp,Género,Epiteto específico,Familia,Nombre común,Altura,Largo,DAP mayor,# Tallos,Estatus,Observaciones,# CenOrig,Fenología,Daño,Origen,FormaVida,DAP1,DAP2,DAP3,DAP4,DAP5,DAP6,DAP7,DAP8,DAP9,DAP10,DAP11,,
60B,1,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,211,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,10,12,23.4,1,arbol,semilla,C0,,,semilla,,23.4,,,,,,,,,,,,
60B,1,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,212,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,10,10,11.8,1,arbol,semilla,C0,,,semilla,,11.8,,,,,,,,,,,,
60B,1,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,213,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,10,10,11.4,1,arbol,semilla,C0,,,semilla,,11.4,,,,,,,,,,,,
60B,1,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,214,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,11,12,13.2,1,arbol,semilla,C0,,,semilla,,13.2,,,,,,,,,,,,
60B,1,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,215,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,15,17,25.3,1,arbol,semilla,C0,,,semilla,,25.3,,,,,,,,,,,,
60B,1,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,216,eryrot,Erythroxylum,rotundifolium,ERYTHROXYLACEAE,Ikché,6,8,6.6,1,arbol,semilla,C0,,,semilla,,6.6,,,,,,,,,,,,
60B,1,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,316,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,7,8,5.9,1,arbol,semilla,C20,,,semilla,,5.9,,,,,,,,,,,,
60B,1,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,317,eryrot,Erythroxylum,rotundifolium,ERYTHROXYLACEAE,Ikché,6,7,5.2,1,arbol,semilla,C21,,,semilla,,5.2,,,,,,,,,,,,
60B,1,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,318,bunswa,Bunchosia,swartziana,MALPIGHIACEAE,Sak sipché,5,5.5,5.3,1,arbol,semilla,C21,,,semilla,,5.3,,,,,,,,,,,,
60B,2,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,216,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
60B,2,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,217,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,12,13,15.3,1,arbol,semilla,C0,,,semilla,,15.3,,,,,,,,,,,,
60B,2,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,218,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,,,0,0,muerto,muerto en C9,C0,,,muerto en C9,,,,,,,,,,,,,,
60B,2,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,219,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,8,8.5,7,1,arbol,semilla,C0,,,semilla,,7,,,,,,,,,,,,
60B,2,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,220,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
60B,2,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,221,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,10,12,18,1,arbol,semilla,C0,,,semilla,,18,,,,,,,,,,,,
60B,2,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,222,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,12,13,17.7,1,arbol,semilla,C0,,,semilla,,17.7,,,,,,,,,,,,
60B,2,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,223,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,7,8,13.2,3,arbol,semilla,C0,,,semilla,,11.4,9.7,13.2,,,,,,,,,,
60B,2,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,224,eryrot,Erythroxylum,rotundifolium,ERYTHROXYLACEAE,Ikché,10,11,7.7,1,arbol,semilla,C0,,,semilla,,7.7,,,,,,,,,,,,
60B,2,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,225,eryrot,Erythroxylum,rotundifolium,ERYTHROXYLACEAE,Ikché,11,12,9,1,arbol,semilla,C0,,,semilla,,9,,,,,,,,,,,,
60B,2,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,226,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,13,14,21.2,1,arbol,semilla,C0,,,semilla,,21.2,,,,,,,,,,,,
60B,2,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,227,eryrot,Erythroxylum,rotundifolium,ERYTHROXYLACEAE,Ikché,8,10,10.3,1,arbol,semilla,C0,,,semilla,,10.3,,,,,,,,,,,,
60B,2,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,228,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,14,16,36.2,1,arbol,semilla,C0,,,semilla,,36.2,,,,,,,,,,,,
60B,2,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,229,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,10,12,13.7,1,arbol,semilla,C0,,,semilla,,13.7,,,,,,,,,,,,
60B,2,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,231,eryrot,Erythroxylum,rotundifolium,ERYTHROXYLACEAE,Ikché,7,8,6.4,2,arbol,semilla,C0,,,semilla,,6.4,5.7,,,,,,,,,,,
60B,2,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,232,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,7,10,8.3,1,arbol,semilla,C0,,,semilla,,8.3,,,,,,,,,,,,
60B,3,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,233,gymflo,Gymnopodium,floribundum,POLYGONACEAE,Ts'i'ts'ilché,7,9,6.5,1,arbol,semilla,C0,,,semilla,,6.5,,,,,,,,,,,,
60B,3,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,234,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,15,16,27.8,1,arbol,semilla,C0,,,semilla,,27.8,,,,,,,,,,,,
60B,3,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,235,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,14,16,25,2,arbol,semilla,C0,,,semilla,,23,25,,,,,,,,,,,
60B,3,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,236,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,10,12,5.6,1,arbol,semilla,C0,,,semilla,,5.6,,,,,,,,,,,,
60B,3,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,237,gymflo,Gymnopodium,floribundum,POLYGONACEAE,Ts'i'ts'ilché,8,10,9.8,2,arbol,semilla,C0,,,semilla,,9.8,9.3,,,,,,,,,,,
60B,3,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,238,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
60B,3,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,239,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,7,8,6.5,1,arbol,semilla,C0,,,semilla,,6.5,,,,,,,,,,,,
60B,3,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,240,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,8,9,12.3,1,arbol,semilla,C0,,,semilla,,12.3,,,,,,,,,,,,
60B,4,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,241,luecan,Luehea,candida,MALVACEAE,K'ascaat,8,10,12.1,5,arbol,semilla,C0,,,semilla,,12.1,8.2,7.8,5.6,8,,,,,,,,
60B,4,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,242,ranobc,Randia,obcordata,RUBIACEAE,Sak cruz k'iix,7,8,6.6,2,arbol,semilla,C0,,,semilla,,6.6,5.3,,,,,,,,,,,
60B,4,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,243,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,14,16,30.2,4,arbol,semilla,C0,,,semilla,,30.2,25.7,10.3,8,,,,,,,,,
60B,4,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,244,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,8,9,10.7,1,arbol,semilla,C0,,,semilla,,10.7,,,,,,,,,,,,
60B,4,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,245,bauung,Bauhinia,ungulata,FABACEAE,Box ts'uru'tok,9,9,6.1,1,arbol,semilla,C12,,,semilla,,6.1,,,,,,,,,,,,
60B,4,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,322,ranobc,Randia,obcordata,RUBIACEAE,Sak cruz k'iix,7,7,6.2,2,arbol,semilla,C22,,,semilla,,6.2,4.3,,,,,,,,,,,
60B,5,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,209,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,7,8.5,6.7,1,arbol,semilla,C0,,,semilla,,6.7,,,,,,,,,,,,
60B,5,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,245,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,10,11,11.6,1,arbol,semilla,C0,,,semilla,,11.6,,,,,,,,,,,,
60B,5,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,246,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,13,14,16,4,arbol,semilla,C0,,,semilla,,16,10.7,10.4,15.3,,,,,,,,,
60B,5,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,247,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,12,13,17,1,arbol,semilla,C0,,,semilla,,17,,,,,,,,,,,,
60B,5,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,248,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,10,10,24.9,1,arbol,semilla,C0,,,semilla,,24.9,,,,,,,,,,,,
60B,5,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,249,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,8,9,6.8,1,arbol,semilla,C0,,,semilla,,6.8,,,,,,,,,,,,
60B,5,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,250,playuc,Platymiscium,yucatanum,FABACEAE,Subinché,15,16,21,1,arbol,semilla,C0,,,semilla,,21,,,,,,,,,,,,
60B,5,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,251,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,8,8.5,9.8,1,arbol,semilla,C0,,,semilla,,9.8,,,,,,,,,,,,
60B,5,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,252,caegau,Caesalpinia,gaumeri,FABACEAE,Ts'i'ts'ilché,11,13,10.8,2,arbol,semilla,C0,,,semilla,,10.8,9.3,,,,,,,,,,,
60B,5,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,253,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,11,12,16.1,1,arbol,semilla,C0,,,semilla,,16.1,,,,,,,,,,,,
60B,5,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,254,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,8,8,10.2,1,arbol,semilla,C0,,,semilla,,10.2,,,,,,,,,,,,
60B,5,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,255,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,10,11,10.7,1,arbol,semilla,C0,,,semilla,,10.7,,,,,,,,,,,,
60B,5,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,256,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,14,15,18.8,1,arbol,semilla,C0,,,semilla,,18.8,,,,,,,,,,,,
60B,5,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,319,cocaca,Coccoloba,acapulcensis,POLYGONACEAE,Tojyub,6,7,5.2,1,arbol,semilla,C21,,,semilla,,5.2,,,,,,,,,,,,
60B,6,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,257,jatgau,Jatropha,gaumeri,EUPHORBIACEAE,Pomolché,9,9,5.7,2,arbol,semilla,C0,,,semilla,,5.7,5.5,,,,,,,,,,,
60B,6,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,258,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,15,16,16.7,5,arbol,semilla,C0,,,semilla,,16.7,15.3,14.2,12,11.5,,,,,,,,
60B,6,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,259,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,7,7.5,7,1,arbol,semilla,C0,,,semilla,,7,,,,,,,,,,,,
60B,6,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,260,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,7,7.5,5.3,1,arbol,semilla,C0,,,semilla,,5.3,,,,,,,,,,,,
60B,6,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,261,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,15,16,14.1,1,arbol,semilla,C0,,,semilla,,14.1,,,,,,,,,,,,
60B,6,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,262,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,8,8.5,6.4,1,arbol,semilla,C0,,,semilla,,6.4,,,,,,,,,,,,
60B,6,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,263,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,6,7,8.1,1,arbol,semilla,C0,,,semilla,,8.1,,,,,,,,,,,,
60B,6,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,264,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,15,17,22,6,arbol,semilla,C0,,,semilla,,22,19.3,17.4,13.7,14.3,19,,,,,,,
60B,6,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,265,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,14,15,16.1,1,arbol,semilla,C0,,,semilla,,16.1,,,,,,,,,,,,
60B,6,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,266,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,15,16,21.2,1,arbol,semilla,C0,,,semilla,,21.2,,,,,,,,,,,,
60B,6,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,313,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,10,12,7.1,2,arbol,semilla,C6,,,semilla,,7.1,5.4,,,,,,,,,,,
60B,6,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,314,luecan,Luehea,candida,MALVACEAE,K'ascaat,7,7.5,5.2,1,arbol,,C6,,,,,5.2,,,,,,,,,,,,
60B,6,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,315,bauung,Bauhinia,ungulata,FABACEAE,Box ts'uru'tok,,,0,0,muerto,muerto,C12,,,muerto,,,,,,,,,,,,,,
60B,6,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,320,luecan,Luehea,candida,MALVACEAE,K'ascaat,6,6,5.3,1,arbol,semilla,C21,,,semilla,,5.3,,,,,,,,,,,,
60B,6,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,321,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,5,5.5,5,1,arbol,semilla,C21,,,semilla,,5,,,,,,,,,,,,
60B,6,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,324,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,8,8.5,5.1,1,arbol,semilla,C27,,,semilla,,5.1,,,,,,,,,,,,
60B,7,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,267,luecan,Luehea,candida,MALVACEAE,K'ascaat,13,15,14.2,3,arbol,semilla,C0,,,semilla,,14.2,14,5.6,,,,,,,,,,
60B,7,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,268,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,14,16,31.9,1,arbol,semilla,C0,,,semilla,,31.9,,,,,,,,,,,,
60B,7,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,269,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,10,11,9.2,1,arbol,semilla,C0,,,semilla,,9.2,,,,,,,,,,,,
60B,7,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,270,gymflo,Gymnopodium,floribundum,POLYGONACEAE,Ts'i'ts'ilché,8,10,10.5,4,arbol,semilla,C0,,,semilla,,10.5,7.8,4.6,4.2,,,,,,,,,
60B,7,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,271,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,8,8,17.2,1,arbol,semilla,C0,,,semilla,,17.2,,,,,,,,,,,,
60B,7,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,272,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,14,15,22,2,arbol,semilla,C0,,,semilla,,22,17.3,,,,,,,,,,,
60B,7,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,273,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
60B,7,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,274,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,6,7,6,1,arbol,semilla,C0,,,semilla,,6,,,,,,,,,,,,
60B,7,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,275,dalgla,Dalbergia ,glabra,FABACEAE,Box muck,10,14,8,1,arbol,semilla,C12,,,semilla,,8,,,,,,,,,,,,
60B,7,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,323,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,6,7.5,5.4,1,arbol,semilla,C22,,,semilla,,5.4,,,,,,,,,,,,
60B,8,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,275,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,10,10,13.8,2,arbol,semilla,C0,,,semilla,,13.8,13,,,,,,,,,,,
60B,8,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,276,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,14,15,17,4,arbol,semilla,C0,,,semilla,,17,8,7.7,4.8,,,,,,,,,
60B,8,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,277,eryrot,Erythroxylum,rotundifolium,ERYTHROXYLACEAE,Ikché,10,12,12.5,1,arbol,semilla,C0,,,semilla,,12.5,,,,,,,,,,,,
60B,8,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,278,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,15,16,23.1,5,arbol,semilla,C0,,,semilla,,23.1,9.7,8.2,12.3,12,,,,,,,,
60B,8,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,279,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,11,12,14.3,1,arbol,semilla,C0,,,semilla,,14.3,,,,,,,,,,,,
60B,8,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,280,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,15,16,20.8,1,arbol,,C0,,,,,20.8,,,,,,,,,,,,
60B,8,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,281,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,10,11,11.7,3,arbol,semilla,C0,,,semilla,,11.2,11.7,11,,,,,,,,,,
60B,8,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,282,gymflo,Gymnopodium,floribundum,POLYGONACEAE,Ts'i'ts'ilché,8,9,6.2,2,arbol,semilla,C0,,,semilla,,6.2,5.2,,,,,,,,,,,
60B,8,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,283,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,13,14,17.2,2,arbol,semilla,C0,,,semilla,,17.2,9.9,,,,,,,,,,,
60B,8,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,284,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,15,16,23,2,arbol,semilla,C0,,,semilla,,23,14.5,,,,,,,,,,,
60B,8,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,285,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,,,0,0,juvenil,baja de cat,C0,,,baja de cat,,,,,,,,,,,,,,
60B,8,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,286,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
60B,8,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,287,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,6,7,6.7,1,arbol,semilla,C0,,,semilla,,6.7,,,,,,,,,,,,
60B,9,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,288,eryrot,Erythroxylum,rotundifolium,ERYTHROXYLACEAE,Ikché,7,8,6.7,1,arbol,semilla,C0,,,semilla,,6.7,,,,,,,,,,,,
60B,9,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,289,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,14,15,23.2,2,arbol,semilla,C0,,,semilla,,23.2,21.3,,,,,,,,,,,
60B,9,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,290,eryrot,Erythroxylum,rotundifolium,ERYTHROXYLACEAE,Ikché,10,11,7.6,2,arbol,semilla,C0,,,semilla,,7.6,7.3,,,,,,,,,,,
60B,9,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,291,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,7,8,9.2,1,arbol,semilla,C0,,,semilla,,9.2,,,,,,,,,,,,
60B,9,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,292,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,13,15,17.5,1,arbol,semilla,C0,,,semilla,,17.5,,,,,,,,,,,,
60B,9,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,293,dipcar,Diphysa ,carthagenensis,FABACEAE,Ts'u'ts'uk,7,7.5,7.2,1,arbol,semilla,C0,,,semilla,,7.2,,,,,,,,,,,,
60B,9,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,294,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,6,6,7,1,arbol,semilla,C0,,,semilla,,7,,,,,,,,,,,,
60B,9,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,295,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,8,8,10.5,1,arbol,semilla,C0,,,semilla,,10.5,,,,,,,,,,,,
60B,9,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,296,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,8,10,11.2,1,arbol,semilla,C0,,,semilla,,11.2,,,,,,,,,,,,
60B,9,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,297,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,6,6,12.7,2,arbol,semilla,C0,,,semilla,,12.7,7.2,,,,,,,,,,,
60B,9,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,298,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,11,12,24.3,1,arbol,semilla,C0,,,semilla,,24.3,,,,,,,,,,,,
60B,9,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,299,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,,,0,0,muerto,muerto,C9,,,muerto,,,,,,,,,,,,,,
60B,10,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,210,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,,,0,0,juvenil,baja de cat,C0,,,baja de cat,,,,,,,,,,,,,,
60B,10,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,299,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
60B,10,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,300,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,10,12,17.6,1,arbol,semilla,C0,,,semilla,,17.6,,,,,,,,,,,,
60B,10,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,301,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,8,9,9.2,1,arbol,semilla,C0,,,semilla,,9.2,,,,,,,,,,,,
60B,10,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,302,eryrot,Erythroxylum,rotundifolium,ERYTHROXYLACEAE,Ikché,10,11,8.3,1,arbol,semilla,C0,,,semilla,,8.3,,,,,,,,,,,,
60B,10,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,303,luecan,Luehea,candida,MALVACEAE,K'ascaat,10,12,11.7,4,arbol,semilla,C0,,,semilla,,11.7,9.8,11,8.6,,,,,,,,,
60B,10,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,304,playuc,Platymiscium,yucatanum,FABACEAE,Subinché,15,17,22.8,1,arbol,semilla,C0,,,semilla,,22.8,,,,,,,,,,,,
60B,10,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,305,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,11,12,10,1,arbol,semilla,C0,,,semilla,,10,,,,,,,,,,,,
60B,10,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,306,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,7,9,9.5,1,arbol,semilla,C0,,,semilla,,9.5,,,,,,,,,,,,
60B,10,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,307,cocaca,Coccoloba,acapulcensis,POLYGONACEAE,Tojyub,8,9,7.9,1,arbol,semilla,C0,,,semilla,,7.9,,,,,,,,,,,,
60B,10,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,308,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,11,12,8.8,1,arbol,semilla,C0,,,semilla,,8.8,,,,,,,,,,,,
60B,10,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,309,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,15,16,20.9,2,arbol,semilla,C0,,,semilla,,20.9,17,,,,,,,,,,,
60B,10,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,310,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,7,7.5,7.8,1,arbol,,C0,,,,,7.8,,,,,,,,,,,,
60B,10,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,311,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,6,6,8.3,1,arbol,semilla,C0,,,semilla,,8.3,,,,,,,,,,,,
60B,10,C27,Lluvias 2015,2 DE OCTUBRE DE 2015,312,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,12,13,21.2,1,arbol,semilla,C0,,,semilla,,21.2,,,,,,,,,,,,
60C,1,C27,Lluvias 2015,01 DE OCTUBRE DE 2015,1,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
60C,1,C27,Lluvias 2015,01 DE OCTUBRE DE 2015,2,psisar,Psidium ,sartorianum,MYRTACEAE,Pichi'ché,9,9.5,9.3,2,arbol,semilla,C0,,,semilla,,9.3,7,,,,,,,,,,,
60C,1,C27,Lluvias 2015,01 DE OCTUBRE DE 2015,3,eugsp1,Eugenia ,"sp,",MYRTACEAE,Pimienta ché,8,8.5,10,1,arbol,semilla,C0,,,semilla,,10,,,,,,,,,,,,
